crop,window,task,label,pred,error,class_name,logit_margin,top1_prob,boundary,tile_phase,tile_phase_flip,probe_pred,probe_error,probe_disagree,control_ndvi_tstd,grid
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_16,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,4,4,0,grassland/barren,6.064070701599121,0.9964622855186462,0.125,0.0015349416062235832,0.0,8,1,1,0.08663249760866165,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_19,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,8.34583854675293,0.9997590184211731,0.0,0.0007853358401916921,0.0,2,0,0,0.154913991689682,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_2,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,4,4,0,grassland/barren,1.826364517211914,0.8611915111541748,0.125,0.1462477147579193,0.0,2,1,1,0.08955433964729309,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_34,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,13.502089500427246,0.9999979734420776,0.0,3.998401041371835e-07,0.0,8,0,0,0.027301551774144173,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_40,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,9.021475791931152,0.9998599290847778,0.125,0.0006594087462872267,0.0,8,0,0,0.13663826882839203,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_47,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,2.7312421798706055,0.9388399124145508,0.0,0.04734170436859131,0.0,2,0,0,0.08561231940984726,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_48,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,9.589353561401367,0.9999300241470337,0.0,9.581030462868512e-05,0.0,2,0,0,0.15571969747543335,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_5,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,9.42111873626709,0.9999185800552368,0.0,3.081732938881032e-05,0.0,2,0,0,0.18350867927074432,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_53,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,6,6,0,montane forest,6.832476615905762,0.9978467226028442,0.0,0.0008182088495232165,0.0,6,0,0,0.28399693965911865,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_54,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,4,4,0,grassland/barren,10.521702766418457,0.9999351501464844,0.0,3.147187453578226e-05,0.0,4,0,0,0.11851127445697784,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_6,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,8.958815574645996,0.9998667240142822,0.0,5.523748404812068e-05,0.0,2,0,0,0.08898710459470749,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_61,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,5.568998336791992,0.9961898326873779,0.125,0.03618594631552696,0.0,2,0,0,0.21442632377147675,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_66,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,9.622459411621094,0.9998879432678223,0.125,0.00012894567043986171,0.0,8,0,0,0.14774127304553986,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_69,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,3.951064109802246,0.9807913303375244,0.0,0.0076628862880170345,0.0,8,0,0,0.12322752922773361,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_72,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,5.711404800415039,0.9963293671607971,0.0,0.001441162428818643,0.0,8,0,0,0.10853642970323563,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_78,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,2,2,0,shrubland/savanna,9.892434120178223,0.9999397993087769,0.125,4.1202893044101074e-05,0.0,2,0,0,0.15321633219718933,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_82,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,8,8,0,urban/dense dev.,8.582107543945312,0.9997923970222473,0.125,7.69741163821891e-05,0.0,8,0,0,0.05978746339678764,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_108,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,2.5198917388916016,0.8670393228530884,0.75,0.2387932389974594,0.25,5,1,1,0.21051354706287384,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_109,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,2,1,grassland/barren,7.131587028503418,0.9990583062171936,0.0,0.00048590151709504426,0.0,2,1,0,0.15930281579494476,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_111,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,8,8,0,urban/dense dev.,11.849018096923828,0.9999847412109375,0.0,5.473576038639294e-06,0.0,8,0,0,0.08307384699583054,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_116,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,5.129058837890625,0.9939703941345215,0.125,0.14476995170116425,0.0,2,0,0,0.2297937422990799,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_13,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,7.757589340209961,0.9995531439781189,0.0,0.00015002780128270388,0.0,2,0,0,0.25004851818084717,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_28,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,1.167954921722412,0.7565532326698303,0.5,0.14083817601203918,0.25,4,0,0,0.22783556580543518,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_37,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,10.645914077758789,0.9999661445617676,0.0,9.069899533642456e-06,0.0,2,0,0,0.1571471393108368,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_40,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,5.830577850341797,0.9950602650642395,0.375,0.005075992085039616,0.0,4,0,0,0.19201220571994781,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_41,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,11.181580543518066,0.9999839067459106,0.0,2.8304361876507755e-06,0.0,2,0,0,0.13457831740379333,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_45,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,8.85186767578125,0.9998156428337097,0.0,6.752825720468536e-05,0.0,4,0,0,0.23326519131660461,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_58,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,4.979243755340576,0.9872937202453613,0.5,0.002186062978580594,0.0,5,1,1,0.1232362613081932,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_75,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,5,1,grassland/barren,0.04120349884033203,0.5012274384498596,0.75,0.14948809146881104,0.0,5,1,0,0.16420267522335052,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_76,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,6.167309761047363,0.9979046583175659,0.0,0.0009439342538826168,0.0,2,0,0,0.1943807601928711,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_87,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,0,0,0,woodland forest,12.050512313842773,0.9999891519546509,0.375,4.188048023934243e-06,0.0,0,0,0,0.21886394917964935,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_9,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,2,1,grassland/barren,2.242846727371216,0.8273112773895264,0.75,0.12390559911727905,0.0,2,1,0,0.14446328580379486,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_93,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,4,4,0,grassland/barren,2.4464359283447266,0.920204758644104,0.5,0.2573460638523102,0.25,4,0,0,0.1960296779870987,4
16,task_3e3715c8-c01b-4c8c-af6f-6959c1597083_point_97,spatial_split\task_3e3715c8-c01b-4c8c-af6f-6959c1597083,2,2,0,shrubland/savanna,9.525519371032715,0.9998962879180908,0.0,9.374682122142985e-05,0.0,2,0,0,0.24182498455047607,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_11,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,5,2,1,agriculture/settlement,8.676187515258789,0.9995760321617126,0.0,0.00021607814414892346,0.0,2,1,0,0.2566554546356201,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_17,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,0,0,0,woodland forest,3.7595858573913574,0.9749343395233154,0.0,0.05186261609196663,0.0,0,0,0,0.24736396968364716,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_2,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,0,0,0,woodland forest,0.7871370315551758,0.684380292892456,0.125,0.0583246648311615,0.0,0,0,0,0.2213323414325714,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_3,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,5,4,1,agriculture/settlement,0.7938339710235596,0.5345841646194458,0.75,0.2395365685224533,0.25,4,1,0,0.2890583872795105,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_5,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,2,2,0,shrubland/savanna,3.12579345703125,0.9579395651817322,0.0,0.06810804456472397,0.0,2,0,0,0.24386504292488098,4
16,task_443f9bea-5883-4fb7-9573-0a9d51cb24d5_point_6,spatial_split\task_443f9bea-5883-4fb7-9573-0a9d51cb24d5,5,5,0,agriculture/settlement,9.638280868530273,0.9998914003372192,0.0,4.43371718574781e-05,0.0,5,0,0,0.15806978940963745,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_10,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,4,2,1,grassland/barren,2.3849925994873047,0.9148707389831543,0.0,0.13822054862976074,0.0,2,1,0,0.26810866594314575,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_11,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,6,6,0,montane forest,4.555755615234375,0.9886533617973328,0.0,0.0028622709214687347,0.0,6,0,0,0.3319893777370453,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_16,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,4,2,1,grassland/barren,5.154788970947266,0.9907169938087463,0.0,0.2672767639160156,0.25,4,0,1,0.2979564368724823,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_20,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,4,4,0,grassland/barren,8.379039764404297,0.9997250437736511,0.125,9.494229743722826e-05,0.0,4,0,0,0.27714359760284424,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_23,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,4,4,0,grassland/barren,11.461017608642578,0.9999885559082031,0.0,6.412972197722411e-06,0.0,4,0,0,0.15859241783618927,4
16,task_4d86a761-641c-4d20-947c-c9d8b08153a5_point_33,spatial_split\task_4d86a761-641c-4d20-947c-c9d8b08153a5,4,2,1,grassland/barren,3.6431379318237305,0.9655742645263672,0.25,0.017787327989935875,0.0,6,1,1,0.23603078722953796,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_19,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,10.194191932678223,0.9999274015426636,0.0,0.00011111843923572451,0.0,5,0,0,0.13278183341026306,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_20,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,4,4,0,grassland/barren,6.7823591232299805,0.9985028505325317,0.375,0.0035986669827252626,0.0,4,0,0,0.11966031044721603,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_22,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,2,2,0,shrubland/savanna,5.92653226852417,0.9973375201225281,0.0,0.001048669102601707,0.0,2,0,0,0.10421843826770782,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_23,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,6.324940204620361,0.9975288510322571,0.0,0.0037957492750138044,0.0,5,0,0,0.20929236710071564,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_25,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,3,3,0,herbaceous wetland,11.37678337097168,0.999970555305481,0.0,9.283411600335967e-06,0.0,3,0,0,0.22321394085884094,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_3,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,4.459901809692383,0.9881525635719299,0.0,0.007296558003872633,0.0,5,0,0,0.12957681715488434,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_30,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,10.949130058288574,0.999963641166687,0.0,8.469104614050593e-06,0.0,5,0,0,0.21565605700016022,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_31,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,2,2,0,shrubland/savanna,7.963108062744141,0.9996488094329834,0.0,0.000618688587564975,0.0,2,0,0,0.2079821228981018,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_32,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,1.143826961517334,0.7567157745361328,0.0,0.1895260214805603,0.25,5,0,0,0.30782514810562134,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_5,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,8.854196548461914,0.9998489618301392,0.0,0.00016129626601468772,0.0,5,0,0,0.22436964511871338,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_7,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,2,2,0,shrubland/savanna,10.544139862060547,0.9999717473983765,0.0,5.20055546076037e-05,0.0,4,1,1,0.17859363555908203,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_8,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,5,5,0,agriculture/settlement,10.863088607788086,0.9999576807022095,0.0,2.4330453015863895e-05,0.0,5,0,0,0.311443954706192,4
16,task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4_point_9,spatial_split\task_58af58e7-9eaf-46bf-b4b0-207b80bc00e4,4,4,0,grassland/barren,4.200339317321777,0.9851080775260925,0.5,0.03482338413596153,0.0,2,1,1,0.12172634899616241,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_0,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,5,5,0,agriculture/settlement,7.238802433013916,0.9992383718490601,0.0,0.0004345640481915325,0.0,5,0,0,0.18625766038894653,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_11,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,2,1,woodland forest,1.4664874076843262,0.812088131904602,1.0,0.07695989310741425,0.0,2,1,0,0.19219589233398438,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_12,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,2,2,0,shrubland/savanna,4.035322189331055,0.9826005101203918,0.0,0.005765743553638458,0.0,2,0,0,0.23310261964797974,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_13,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,0,0,woodland forest,2.5858030319213867,0.9286912679672241,0.625,0.028236180543899536,0.0,5,1,1,0.20847991108894348,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_15,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,2,2,0,shrubland/savanna,8.906078338623047,0.9998602867126465,0.0,0.00011502661800477654,0.0,2,0,0,0.18019534647464752,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_16,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,5,5,0,agriculture/settlement,10.400694847106934,0.9999514818191528,0.0,7.025440572760999e-05,0.0,5,0,0,0.1930457204580307,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_17,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,2,1,woodland forest,3.3568525314331055,0.9662293195724487,0.125,0.0691036507487297,0.0,2,1,0,0.13866685330867767,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_24,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,5,5,0,agriculture/settlement,3.821263313293457,0.94011390209198,1.0,0.015773512423038483,0.0,5,0,0,0.2088935375213623,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_28,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,2,1,woodland forest,3.0742082595825195,0.9552446603775024,0.125,0.1307409256696701,0.0,2,1,0,0.17231974005699158,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_36,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,2,1,woodland forest,4.094376564025879,0.9834331274032593,0.125,0.033483102917671204,0.0,2,1,0,0.15134216845035553,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_37,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,5,5,0,agriculture/settlement,11.554963111877441,0.999982476234436,0.0,5.46968021808425e-06,0.0,5,0,0,0.2162340134382248,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_8,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,2,2,0,shrubland/savanna,3.5778539180755615,0.9643215537071228,0.0,0.05465645343065262,0.0,5,1,1,0.24808044731616974,4
16,task_6269bc5d-f293-461b-8953-06bf3b640053_point_9,spatial_split\task_6269bc5d-f293-461b-8953-06bf3b640053,0,0,0,woodland forest,7.645388603210449,0.9994258880615234,0.0,0.00012379305553622544,0.0,0,0,0,0.25146403908729553,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_11,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,8.914172172546387,0.9998260140419006,0.0,0.00016179212252609432,0.0,5,0,0,0.24293722212314606,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_13,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,6.754828453063965,0.9983336329460144,0.0,0.0012505602790042758,0.0,5,0,0,0.2779598832130432,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_16,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,3.9209847450256348,0.9801295399665833,0.0,0.017488552257418633,0.0,5,0,0,0.20474481582641602,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_18,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,2,2,0,shrubland/savanna,8.948392868041992,0.9997542500495911,0.0,0.00017984486476052552,0.0,2,0,0,0.16450147330760956,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_20,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,2,2,0,shrubland/savanna,9.705020904541016,0.9999192953109741,0.0,2.062510247924365e-05,0.0,2,0,0,0.17735980451107025,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_21,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,8,8,0,urban/dense dev.,10.460991859436035,0.9999533891677856,0.25,1.764710214047227e-05,0.0,8,0,0,0.04611153155565262,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_24,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,8.498859405517578,0.9997183680534363,0.0,5.6431734265061095e-05,0.0,5,0,0,0.2281075268983841,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_25,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,8,8,0,urban/dense dev.,10.433122634887695,0.9999659061431885,0.0,1.0109095455845818e-05,0.0,8,0,0,0.030965814366936684,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_35,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,2,2,0,shrubland/savanna,9.734148979187012,0.9999344348907471,0.0,1.990393502637744e-05,0.0,2,0,0,0.16429276764392853,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_4,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,8,8,0,urban/dense dev.,12.912385940551758,0.9999960660934448,0.125,4.380028997275076e-07,0.0,8,0,0,0.05331302061676979,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_48,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,7.813159942626953,0.9995872378349304,0.0,0.00023124193830881268,0.0,5,0,0,0.18233564496040344,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_61,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,10.405738830566406,0.9999653100967407,0.0,8.612200872448739e-06,0.0,5,0,0,0.21547484397888184,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_64,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,2,0,1,shrubland/savanna,4.122410774230957,0.9840114712715149,0.625,0.017716336995363235,0.0,0,1,0,0.22669866681098938,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_68,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,5.638299942016602,0.9962707757949829,0.0,0.006497419439256191,0.0,5,0,0,0.20803233981132507,4
16,task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee_point_9,spatial_split\task_6e7ff7f7-bde9-40f8-aa83-7dcd6793d6ee,5,5,0,agriculture/settlement,10.327284812927246,0.9999396800994873,0.0,1.8139211533707567e-05,0.0,5,0,0,0.2040880024433136,4
16,task_7406e0d9-0f50-4e96-afaa-4a1f1f71cbf4_point_2,spatial_split\task_7406e0d9-0f50-4e96-afaa-4a1f1f71cbf4,2,2,0,shrubland/savanna,9.79687213897705,0.999941349029541,0.0,6.900019070599228e-05,0.0,2,0,0,0.21743148565292358,4
16,task_7406e0d9-0f50-4e96-afaa-4a1f1f71cbf4_point_8,spatial_split\task_7406e0d9-0f50-4e96-afaa-4a1f1f71cbf4,4,2,1,grassland/barren,1.158125877380371,0.760496199131012,0.625,0.05376344546675682,0.0,2,1,0,0.13343633711338043,4
16,task_a68e5146-dd9b-4002-b4da-1d8f40a3ceb5_point_1,spatial_split\task_a68e5146-dd9b-4002-b4da-1d8f40a3ceb5,8,8,0,urban/dense dev.,2.271998882293701,0.8179100155830383,0.625,0.050641220062971115,0.0,5,1,1,0.15314756333827972,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_11,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,3,3,0,herbaceous wetland,4.675314903259277,0.9906469583511353,0.0,0.015006479807198048,0.0,3,0,0,0.18756763637065887,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_12,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,2,2,0,shrubland/savanna,0.6344928741455078,0.6534230709075928,0.25,0.27671441435813904,0.75,2,0,0,0.19856280088424683,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_15,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,4,4,0,grassland/barren,12.112011909484863,0.9999934434890747,0.0,1.5960249584168196e-06,0.0,4,0,0,0.07130954414606094,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_20,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,4,4,0,grassland/barren,11.82874870300293,0.9999923706054688,0.0,1.3017851188124041e-06,0.0,4,0,0,0.17088191211223602,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_23,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,0,0,0,woodland forest,7.735734462738037,0.999221682548523,0.0,0.0002365869440836832,0.0,0,0,0,0.22130665183067322,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_25,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,1,1,0,open water,9.281316757202148,0.9998119473457336,0.0,1.4566843674401753e-05,0.0,1,0,0,0.1566624492406845,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_29,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,3,3,0,herbaceous wetland,13.394369125366211,0.9999958276748657,0.0,4.842304406338371e-07,0.0,3,0,0,0.1915292888879776,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_30,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,4,4,0,grassland/barren,7.0937886238098145,0.9986883997917175,0.0,0.00033815769711509347,0.0,4,0,0,0.02924436330795288,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_37,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,4,4,0,grassland/barren,2.952620506286621,0.9502534866333008,0.125,0.02033025585114956,0.0,2,1,1,0.17225448787212372,4
16,task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4_point_43,spatial_split\task_be5974fd-8d3b-4aaa-97f7-8e9f2779c8c4,2,2,0,shrubland/savanna,6.234063625335693,0.9980212450027466,0.125,0.0008894928032532334,0.0,2,0,0,0.10932432860136032,4
