rank,window_index,row,col,margin,predicted_class,class_name,boundary_neighbours
546,13991,109,39,0.83118,4,grassland_barren,3
547,12090,94,58,0.831503,2,shrubland_savanna,5
548,10944,85,64,0.832023,2,shrubland_savanna,7
549,6092,47,76,0.832162,4,grassland_barren,5
550,4061,31,93,0.83252,2,shrubland_savanna,5
551,13086,102,30,0.834886,4,grassland_barren,4
552,15272,119,40,0.839022,2,shrubland_savanna,3
553,12882,100,82,0.839737,4,grassland_barren,6
554,9030,70,70,0.840027,2,shrubland_savanna,6
555,14634,114,42,0.84071,4,grassland_barren,1
556,2432,19,0,0.840714,6,montane_forest,1
557,5560,43,56,0.840833,3,herbaceous_wetland,5
558,14100,110,20,0.84158,2,shrubland_savanna,4
559,2433,19,1,0.841689,0,woodland_forest,6
560,3737,29,25,0.841759,8,urban_dense_development,3
561,8643,67,67,0.842081,8,urban_dense_development,4
562,13001,101,73,0.842392,4,grassland_barren,2
563,12568,98,24,0.843029,4,grassland_barren,2
564,5457,42,81,0.844314,2,shrubland_savanna,5
565,1950,15,30,0.844344,0,woodland_forest,0
566,10181,79,69,0.844493,4,grassland_barren,6
567,8778,68,74,0.844948,4,grassland_barren,0
568,2560,20,0,0.846603,6,montane_forest,3
569,773,6,5,0.847067,0,woodland_forest,3
570,44,0,44,0.847703,6,montane_forest,0
571,3356,26,28,0.848139,2,shrubland_savanna,2
572,375,2,119,0.848738,4,grassland_barren,3
573,7979,62,43,0.848823,8,urban_dense_development,6
574,9177,71,89,0.849523,4,grassland_barren,5
575,1671,13,7,0.84995,0,woodland_forest,6
576,3403,26,75,0.850847,0,woodland_forest,5
577,197,1,69,0.85278,0,woodland_forest,0
578,246,1,118,0.853301,4,grassland_barren,3
579,609,4,97,0.855387,4,grassland_barren,5
580,2655,20,95,0.855737,4,grassland_barren,7
581,12696,99,24,0.856626,4,grassland_barren,2
582,865,6,97,0.857279,8,urban_dense_development,5
583,13473,105,33,0.857354,4,grassland_barren,0
584,11210,87,74,0.857978,2,shrubland_savanna,2
585,13316,104,4,0.85804,8,urban_dense_development,6
586,13214,103,30,0.858164,2,shrubland_savanna,8
587,4051,31,83,0.858381,5,agriculture_settlement,2
588,1716,13,52,0.858903,0,woodland_forest,6
589,14158,110,78,0.859097,4,grassland_barren,7
590,4527,35,47,0.859399,2,shrubland_savanna,8
591,14522,113,58,0.859964,2,shrubland_savanna,4
592,8136,63,72,0.860283,4,grassland_barren,5
593,15523,121,35,0.861953,4,grassland_barren,1
594,5456,42,80,0.862346,4,grassland_barren,4
595,14743,115,23,0.862601,2,shrubland_savanna,7
596,13614,106,46,0.863832,2,shrubland_savanna,3
597,1485,11,77,0.864466,2,shrubland_savanna,0
598,1065,8,41,0.86466,6,montane_forest,3
599,9045,70,85,0.864721,4,grassland_barren,5
600,3353,26,25,0.865675,2,shrubland_savanna,0
601,4926,38,62,0.865709,5,agriculture_settlement,4
602,1177,9,25,0.865773,6,montane_forest,4
603,3988,31,20,0.865876,4,grassland_barren,3
604,8925,69,93,0.866001,0,woodland_forest,6
605,2907,22,91,0.86601,2,shrubland_savanna,5
606,15380,120,20,0.867788,8,urban_dense_development,6
607,1217,9,65,0.868258,0,woodland_forest,0
608,11819,92,43,0.868399,2,shrubland_savanna,2
609,3165,24,93,0.868611,4,grassland_barren,2
610,3166,24,94,0.868828,4,grassland_barren,1
611,2758,21,70,0.869736,4,grassland_barren,0
612,12966,101,38,0.869833,2,shrubland_savanna,3
613,9166,71,78,0.871325,2,shrubland_savanna,0
614,1412,11,4,0.871428,6,montane_forest,2
615,6429,50,29,0.871732,2,shrubland_savanna,8
616,8108,63,44,0.872635,4,grassland_barren,4
617,6598,51,70,0.872972,2,shrubland_savanna,3
618,3368,26,40,0.873672,4,grassland_barren,4
619,2522,19,90,0.874047,3,herbaceous_wetland,4
620,15782,123,38,0.874097,2,shrubland_savanna,3
621,1532,11,124,0.874809,2,shrubland_savanna,3
622,11716,91,68,0.874881,2,shrubland_savanna,4
623,2909,22,93,0.876546,4,grassland_barren,4
624,10164,79,52,0.877876,8,urban_dense_development,1
625,169,1,41,0.878063,6,montane_forest,1
626,1895,14,103,0.879777,3,herbaceous_wetland,5
627,11411,89,19,0.880102,4,grassland_barren,4
628,2922,22,106,0.8808,2,shrubland_savanna,6
629,6776,52,120,0.881683,2,shrubland_savanna,5
630,1690,13,26,0.883649,0,woodland_forest,2
631,7232,56,64,0.884782,4,grassland_barren,2
632,6774,52,118,0.885137,0,woodland_forest,5
633,2121,16,73,0.885701,4,grassland_barren,5
634,13367,104,55,0.88673,2,shrubland_savanna,2
635,4647,36,39,0.889262,2,shrubland_savanna,8
636,5700,44,68,0.889764,2,shrubland_savanna,6
637,5971,46,83,0.890258,4,grassland_barren,7
638,13651,106,83,0.890669,4,grassland_barren,5
639,6832,53,48,0.892062,5,agriculture_settlement,4
640,15120,118,16,0.892513,4,grassland_barren,6
641,15273,119,41,0.892919,2,shrubland_savanna,1
642,3641,28,57,0.893667,2,shrubland_savanna,7
643,6342,49,70,0.894112,5,agriculture_settlement,6
644,11310,88,46,0.895568,2,shrubland_savanna,2
645,12737,99,65,0.895726,4,grassland_barren,5
646,11428,89,36,0.896325,2,shrubland_savanna,1
647,12233,95,73,0.896665,4,grassland_barren,4
648,1092,8,68,0.896922,0,woodland_forest,4
649,14890,116,42,0.897061,2,shrubland_savanna,3
650,3278,25,78,0.89719,0,woodland_forest,8
651,13588,106,20,0.899595,4,grassland_barren,6
652,38,0,38,0.899634,6,montane_forest,2
653,15396,120,36,0.90003,4,grassland_barren,2
654,12932,101,4,0.900032,3,herbaceous_wetland,7
655,11076,86,68,0.900239,4,grassland_barren,4
656,12931,101,3,0.900508,3,herbaceous_wetland,7
657,13115,102,59,0.900643,2,shrubland_savanna,2
658,5563,43,59,0.900929,0,woodland_forest,6
659,1922,15,2,0.904222,6,montane_forest,2
660,13255,103,71,0.904368,2,shrubland_savanna,3
661,5699,44,67,0.904665,4,grassland_barren,5
662,3809,29,97,0.90495,4,grassland_barren,4
663,7178,56,10,0.905458,8,urban_dense_development,1
664,12462,97,46,0.906165,4,grassland_barren,1
665,12483,97,67,0.906323,4,grassland_barren,0
666,11466,89,74,0.906362,2,shrubland_savanna,5
667,1305,10,25,0.906394,0,woodland_forest,4
668,6907,53,123,0.90654,0,woodland_forest,6
669,13631,106,63,0.907178,4,grassland_barren,3
670,1818,14,26,0.907226,0,woodland_forest,0
671,11715,91,67,0.90767,4,grassland_barren,2
672,13644,106,76,0.907672,2,shrubland_savanna,0
673,7983,62,47,0.90806,8,urban_dense_development,2
674,1165,9,13,0.908148,0,woodland_forest,2
675,5590,43,86,0.909824,2,shrubland_savanna,2
676,5559,43,55,0.91017,3,herbaceous_wetland,7
677,2617,20,57,0.910387,2,shrubland_savanna,1
678,11826,92,50,0.910739,4,grassland_barren,4
679,13313,104,1,0.910963,2,shrubland_savanna,8
680,13191,103,7,0.911624,2,shrubland_savanna,8
681,11828,92,52,0.912143,4,grassland_barren,3
682,6161,48,17,0.912646,8,urban_dense_development,2
683,11458,89,66,0.913555,4,grassland_barren,1
684,10051,78,67,0.913844,8,urban_dense_development,2
685,11954,93,50,0.914423,4,grassland_barren,5
686,2202,17,26,0.915761,0,woodland_forest,1
687,631,4,119,0.915967,8,urban_dense_development,7
688,8920,69,88,0.916734,2,shrubland_savanna,3
689,12996,101,68,0.918325,4,grassland_barren,1
690,13731,107,35,0.918999,2,shrubland_savanna,4
691,680,5,40,0.919784,0,woodland_forest,2
692,13010,101,82,0.919867,2,shrubland_savanna,5
693,12334,96,46,0.921181,2,shrubland_savanna,7
694,11158,87,22,0.921308,2,shrubland_savanna,7
695,7549,58,125,0.921859,0,woodland_forest,5
696,6454,50,54,0.922567,4,grassland_barren,4
697,4086,31,118,0.923372,2,shrubland_savanna,0
698,516,4,4,0.923808,0,woodland_forest,5
699,619,4,107,0.924218,4,grassland_barren,3
700,15107,118,3,0.925269,2,shrubland_savanna,3
701,3450,26,122,0.925629,8,urban_dense_development,6
702,2333,18,29,0.925722,0,woodland_forest,3
703,12607,98,63,0.925801,4,grassland_barren,4
704,5653,44,21,0.927463,3,herbaceous_wetland,4
705,12288,96,0,0.928709,4,grassland_barren,1
706,4370,34,18,0.929153,4,grassland_barren,6
707,12914,100,114,0.929377,2,shrubland_savanna,2
708,2430,18,126,0.92969,2,shrubland_savanna,6
709,1019,7,123,0.929786,8,urban_dense_development,8
710,12929,101,1,0.929891,4,grassland_barren,1
711,12858,100,58,0.930852,4,grassland_barren,4
712,15399,120,39,0.931145,4,grassland_barren,2
713,14359,112,23,0.931274,8,urban_dense_development,3
714,5849,45,89,0.931934,4,grassland_barren,5
715,329,2,73,0.932263,0,woodland_forest,0
716,16163,126,35,0.932308,4,grassland_barren,5
717,9046,70,86,0.933587,4,grassland_barren,7
718,6597,51,69,0.933747,2,shrubland_savanna,4
719,13728,107,32,0.933922,8,urban_dense_development,6
720,16327,127,71,0.93472,2,shrubland_savanna,3
721,13511,105,71,0.934843,2,shrubland_savanna,4
722,12748,99,76,0.934943,4,grassland_barren,1
723,12938,101,10,0.935362,4,grassland_barren,1
724,12967,101,39,0.940158,2,shrubland_savanna,2
725,6306,49,34,0.94131,4,grassland_barren,7
726,504,3,120,0.942402,4,grassland_barren,2
727,15141,118,37,0.942633,4,grassland_barren,3
728,2902,22,86,0.943404,3,herbaceous_wetland,1
729,14265,111,57,0.943591,4,grassland_barren,0
730,6300,49,28,0.943823,4,grassland_barren,3
731,1736,13,72,0.944338,4,grassland_barren,5
732,3673,28,89,0.944383,2,shrubland_savanna,4
733,125,0,125,0.944562,8,urban_dense_development,5
734,10186,79,74,0.946233,2,shrubland_savanna,3
735,3155,24,83,0.946493,5,agriculture_settlement,4
736,4428,34,76,0.946912,8,urban_dense_development,5
737,11416,89,24,0.947193,4,grassland_barren,3
738,3681,28,97,0.947253,2,shrubland_savanna,6
739,6083,47,67,0.947261,4,grassland_barren,0
740,3612,28,28,0.947545,0,woodland_forest,4
741,8261,64,69,0.947868,4,grassland_barren,3
742,6716,52,60,0.949866,4,grassland_barren,4
743,5701,44,69,0.950044,8,urban_dense_development,5
744,16135,126,7,0.950403,2,shrubland_savanna,3
745,1345,10,65,0.952497,0,woodland_forest,0
746,2465,19,33,0.952587,0,woodland_forest,3
747,15028,117,52,0.952679,2,shrubland_savanna,0
748,13959,109,7,0.954011,2,shrubland_savanna,1
749,16273,127,17,0.954063,2,shrubland_savanna,4
750,12437,97,21,0.954549,4,grassland_barren,4
751,4246,33,22,0.954657,2,shrubland_savanna,5
752,1061,8,37,0.955379,0,woodland_forest,1
753,11593,90,73,0.955975,4,grassland_barren,5
754,15510,121,22,0.956329,4,grassland_barren,2
755,10571,82,75,0.956369,2,shrubland_savanna,5
756,936,7,40,0.956376,6,montane_forest,1
757,14934,116,86,0.956952,2,shrubland_savanna,0
758,4062,31,94,0.957889,4,grassland_barren,2
759,573,4,61,0.958627,0,woodland_forest,4
760,12870,100,70,0.958855,2,shrubland_savanna,5
761,15248,119,16,0.959452,4,grassland_barren,6
762,11970,93,66,0.959849,8,urban_dense_development,6
763,15382,120,22,0.960569,4,grassland_barren,2
764,14137,110,57,0.960782,4,grassland_barren,0
765,12617,98,73,0.961336,4,grassland_barren,2
766,1584,12,48,0.961591,0,woodland_forest,4
767,2167,16,119,0.96174,2,shrubland_savanna,5
768,14781,115,61,0.961764,2,shrubland_savanna,0
769,3773,29,61,0.96181,2,shrubland_savanna,7
770,7179,56,11,0.961982,4,grassland_barren,8
771,1372,10,92,0.963314,8,urban_dense_development,5
772,4946,38,82,0.963808,2,shrubland_savanna,5
773,6095,47,79,0.96509,2,shrubland_savanna,5
774,11852,92,76,0.965708,4,grassland_barren,4
775,833,6,65,0.96573,0,woodland_forest,1
776,11669,91,21,0.966146,4,grassland_barren,2
777,681,5,41,0.967268,0,woodland_forest,1
778,7089,55,49,0.967427,4,grassland_barren,5
779,12606,98,62,0.967665,4,grassland_barren,2
780,5015,39,23,0.968354,8,urban_dense_development,6
781,2476,19,44,0.968718,2,shrubland_savanna,1
782,3711,28,127,0.969031,2,shrubland_savanna,2
783,5181,40,61,0.969837,0,woodland_forest,7
784,8651,67,75,0.970056,4,grassland_barren,3
785,12085,94,53,0.971256,2,shrubland_savanna,5
786,16169,126,41,0.97169,2,shrubland_savanna,2
787,11463,89,71,0.971961,2,shrubland_savanna,0
788,682,5,42,0.973337,0,woodland_forest,2
789,2345,18,41,0.97659,2,shrubland_savanna,6
790,1260,9,108,0.976966,3,herbaceous_wetland,8
791,8140,63,76,0.977189,2,shrubland_savanna,3
792,13768,107,72,0.978069,4,grassland_barren,4
793,8908,69,76,0.97838,2,shrubland_savanna,3
794,9054,70,94,0.978589,0,woodland_forest,4
795,2630,20,70,0.979811,4,grassland_barren,3
796,13841,108,17,0.980306,4,grassland_barren,5
797,9237,72,21,0.980641,8,urban_dense_development,4
798,1862,14,70,0.981277,2,shrubland_savanna,2
799,11420,89,28,0.981697,2,shrubland_savanna,2
800,5075,39,83,0.982347,4,grassland_barren,2
801,2639,20,79,0.982805,8,urban_dense_development,4
802,5522,43,18,0.983852,0,woodland_forest,6
803,11314,88,50,0.98421,2,shrubland_savanna,8
804,3588,28,4,0.984219,4,grassland_barren,7
805,818,6,50,0.984796,6,montane_forest,3
806,200,1,72,0.984865,0,woodland_forest,0
807,5592,43,88,0.984879,2,shrubland_savanna,5
808,11979,93,75,0.985928,4,grassland_barren,5
809,9912,77,56,0.985998,8,urban_dense_development,5
810,1540,12,4,0.986053,0,woodland_forest,5
811,1262,9,110,0.986959,4,grassland_barren,7
812,11431,89,39,0.986985,2,shrubland_savanna,7
813,10058,78,74,0.987095,2,shrubland_savanna,4
814,11698,91,50,0.989607,4,grassland_barren,2
815,5709,44,77,0.992192,2,shrubland_savanna,2
816,4026,31,58,0.992402,8,urban_dense_development,2
817,7306,57,10,0.992688,8,urban_dense_development,1
818,15296,119,64,0.992724,2,shrubland_savanna,0
819,12933,101,5,0.994176,2,shrubland_savanna,5
